EmployeId,Name,Gender,Age,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,Education,Satisfaction,Engagement,Level,Role,Daily,Hour,Monthly,MonthlyRate,Work Experience,OverTime,SalaryHike,Last Rating,Hours,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
IDRD503,Bianca,F,45,Single,No,Sometimes,Research & Development,1,Life Sciences,3,2,3,Manufacturing Director,1107,31,13795,18395,1,No,21,4,80,6,3,15,14,14,13,2
IDSL137,Bill,M,30,Married,Yes,Sometimes,Sales,4,Marketing,4,3,2,Sales Executive,378,30,6848,21520,8,No,14,3,80,2,3,6,2,1,6,28
IDRD415,Billie,F,37,Single,No,Mostly,Research & Development,3,Technical Degree,2,2,2,Laboratory Technician,1293,68,1230,16131,1,Yes,19,3,80,3,3,1,0,0,0,10
IDRD902,Billie,M,41,Divorced,No,Sometimes,Research & Development,4,Human Resources,3,3,4,Research Director,951,80,13367,20867,9,Yes,13,3,80,2,3,7,7,0,4,17
IDRD116,Billy,M,34,Married,No,Sometimes,Research & Development,2,Life Sciences,1,3,3,Healthcare Representative,1253,52,1534,23938,2,No,23,4,80,4,3,7,3,1,7,3
IDSL418,Blaine,M,31,Married,No,Sometimes,Sales,1,Marketing,4,3,2,Sales Executive,1043,56,5717,13296,1,No,13,3,80,3,3,6,3,0,3,1
IDRD263,Blake,M,31,Divorced,Yes,No,Research & Development,4,Life Sciences,2,4,1,Laboratory Technician,1216,45,3821,9972,9,Yes,17,3,80,4,4,9,7,0,7,7
IDRD467,Blanche,F,38,Divorced,No,Sometimes,Research & Development,4,Medical,3,3,2,Healthcare Representative,236,41,5587,26647,0,No,14,3,80,2,2,14,16,5,11,14
IDRD437,Bob,M,40,Married,No,Sometimes,Research & Development,2,Technical Degree,3,3,1,Research Scientist,510,62,3033,3842,8,Yes,20,4,80,1,4,1,0,0,0,9
IDRD457,Bobbie,F,26,Married,No,Sometimes,Research & Development,3,Medical,3,2,4,Manager,930,86,15709,25543,7,No,13,3,80,6,2,24,15,0,9,2
IDSL067,Bobby,M,30,Married,No,No,Sales,1,Life Sciences,3,3,1,Sales Representative,430,94,4681,15493,3,No,11,3,80,3,3,4,3,1,0,26
IDSL373,Bonita,F,26,Married,No,Sometimes,Sales,4,Life Sciences,3,3,1,Sales Representative,268,45,2252,26933,1,No,25,4,80,3,1,3,4,0,2,1
IDHR009,Bonnie,F,36,Divorced,No,No,Human Resources,1,Life Sciences,3,2,2,Manufacturing Director,790,71,6734,2227,5,No,14,3,80,2,4,3,2,1,12,3
IDRD469,Brad,M,40,Single,No,Sometimes,Research & Development,3,Medical,2,3,1,Laboratory Technician,425,55,3441,6767,5,No,14,3,80,3,4,8,1,1,1,27
IDRD708,Braden,M,32,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,3,Healthcare Representative,1085,42,9417,3964,8,No,22,4,80,3,1,19,16,11,5,14
IDRD885,Bradford,M,28,Married,No,Sometimes,Research & Development,3,Other,1,3,1,Laboratory Technician,797,49,3860,14576,0,No,22,4,80,2,3,5,7,0,2,1
IDRD143,Bradley,M,49,Married,No,Sometimes,Research & Development,3,Life Sciences,2,3,5,Research Director,170,76,19779,10983,3,No,15,4,80,0,3,1,7,1,7,1
IDRD442,Brady,M,42,Single,No,Sometimes,Research & Development,3,Medical,3,3,4,Research Director,250,70,13252,8430,2,No,15,3,80,2,2,22,0,1,10,2
IDRD947,Branden,M,42,Married,No,Sometimes,Research & Development,3,Life Sciences,2,2,1,Research Scientist,442,46,2900,26897,1,No,18,3,80,2,3,25,4,3,0,1
IDRD397,Brandi,F,48,Single,No,Sometimes,Research & Development,4,Medical,1,2,2,Healthcare Representative,461,84,4099,16810,1,No,11,3,80,4,3,10,6,2,8,5
IDSL020,Brandon,M,32,Married,Yes,Mostly,Sales,3,Human Resources,2,4,1,Sales Representative,438,73,2311,8932,4,Yes,18,3,80,4,1,5,3,1,4,17
IDRD385,Brandy,F,23,Single,No,Sometimes,Research & Development,2,Other,2,3,1,Laboratory Technician,516,31,4960,18420,1,No,13,3,80,2,4,4,5,5,4,18
IDRD679,Braxton,M,37,Single,No,Sometimes,Research & Development,4,Medical,3,2,1,Laboratory Technician,1000,50,2200,14160,0,No,16,3,80,5,3,4,2,1,2,29
IDSL178,Brayden,M,39,Divorced,No,Mostly,Sales,2,Marketing,4,2,2,Sales Executive,1135,88,5786,2380,1,Yes,13,3,80,3,3,15,17,3,5,2
IDSL234,Breanna,F,44,Single,Yes,Sometimes,Sales,4,Life Sciences,1,3,4,Sales Executive,381,51,10367,13746,2,No,11,3,80,2,3,2,4,2,0,1
IDHR004,Brenda,F,50,Divorced,No,No,Human Resources,4,Life Sciences,3,3,4,Research Director,546,87,18121,26862,4,No,11,3,80,2,3,3,1,1,2,8
IDRD427,Brendan,M,41,Divorced,Yes,Sometimes,Research & Development,2,Life Sciences,3,3,3,Laboratory Technician,109,99,5040,22207,4,Yes,11,3,80,1,3,7,7,1,7,9
IDSL434,Brenna,F,35,Married,No,No,Sales,4,Life Sciences,2,3,2,Sales Executive,1154,63,9693,23239,0,No,15,3,80,2,3,8,0,1,2,16
IDRD880,Brennan,M,35,Married,No,Sometimes,Research & Development,2,Medical,3,3,1,Research Scientist,1090,45,4139,17186,1,No,15,3,80,6,2,8,1,0,7,14
IDRD317,Brent,M,56,Married,Yes,Mostly,Research & Development,4,Technical Degree,4,3,2,Manufacturing Director,854,32,6694,22239,2,No,18,3,80,4,3,9,7,0,2,29
IDRD920,Bret,M,25,Single,Yes,No,Research & Development,3,Medical,4,2,1,Laboratory Technician,203,58,2679,25158,0,No,16,3,80,4,3,5,2,0,3,7
IDRD282,Brett,M,49,Single,No,Mostly,Research & Development,1,Life Sciences,3,3,3,Manager,661,92,14243,14680,3,No,20,4,80,5,4,5,5,1,0,26
IDRD021,Brian,M,43,Married,No,Sometimes,Research & Development,3,Medical,3,3,3,Research Director,964,47,10417,12387,2,No,14,3,80,1,1,1,4,0,0,15
IDSL221,Briana,F,32,Single,No,Mostly,Sales,1,Life Sciences,2,3,2,Sales Executive,1411,89,6145,19474,1,No,21,4,80,3,3,1,0,0,0,10
IDRD200,Brianna,F,30,Single,No,Sometimes,Research & Development,2,Medical,4,2,2,Manufacturing Director,331,97,6887,6559,4,No,12,3,80,3,3,4,3,1,2,9
IDRD436,Bridget,F,30,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,3,Manufacturing Director,808,89,10371,23124,1,No,18,3,80,5,3,18,16,15,17,17
IDSL408,Brielle,F,29,Married,Yes,Sometimes,Sales,2,Marketing,2,3,3,Sales Executive,1304,98,9000,25861,1,No,14,3,80,2,3,11,1,1,7,9
IDSL382,Britney,F,29,Married,No,No,Sales,1,Life Sciences,1,3,2,Sales Executive,1149,84,9234,14079,1,No,11,3,80,2,4,8,7,0,7,13
IDRD114,Brittany,F,46,Married,No,Sometimes,Research & Development,1,Medical,1,2,3,Healthcare Representative,325,74,11169,13194,1,No,22,4,80,2,3,10,1,2,7,17
IDSL225,Brittney,F,28,Single,Yes,Sometimes,Sales,3,Medical,3,2,1,Sales Representative,882,80,2220,18250,1,Yes,13,3,80,3,3,9,4,1,0,1
IDRD730,Brock,M,32,Married,No,Sometimes,Research & Development,3,Life Sciences,4,4,2,Laboratory Technician,619,62,9790,9318,1,No,14,3,80,2,3,10,7,9,8,6
IDRD524,Brody,M,51,Married,No,Mostly,Research & Development,3,Medical,3,2,1,Research Scientist,1130,78,2327,22308,5,Yes,25,4,80,5,4,5,4,0,0,18
IDSL112,Brooke,F,30,Married,No,No,Sales,5,Life Sciences,4,3,2,Sales Executive,240,36,5668,20742,1,Yes,13,3,80,5,3,10,8,1,9,7
IDSL202,Brooklyn,F,30,Divorced,No,Sometimes,Sales,4,Life Sciences,3,3,2,Sales Executive,394,51,5596,21864,4,No,11,3,80,2,3,2,2,3,2,16
IDRD890,Brooklynn,F,42,Married,No,Sometimes,Research & Development,3,Life Sciences,2,3,4,Research Director,1336,95,10455,22282,6,Yes,11,3,80,2,3,6,3,0,7,2
IDSL054,Bruce,M,54,Married,No,Sometimes,Sales,4,Life Sciences,2,3,2,Sales Executive,330,81,4492,2988,1,No,12,3,80,2,2,5,3,2,1,28
IDRD112,Bryan,M,40,Married,No,Sometimes,Research & Development,4,Technical Degree,1,3,2,Research Scientist,310,35,4445,26894,1,Yes,15,3,80,3,1,16,17,3,12,2
IDRD661,Bryant,M,45,Married,No,Sometimes,Research & Development,4,Medical,3,2,4,Manufacturing Director,1419,80,13105,6173,2,No,11,3,80,1,3,9,6,6,7,17
IDRD376,Bryce,M,34,Divorced,No,Sometimes,Research & Development,2,Other,1,4,1,Laboratory Technician,1441,75,2975,5095,6,No,14,3,80,3,3,1,0,0,0,4
IDRD568,Bryson,M,33,Married,No,Sometimes,Research & Development,4,Other,4,3,1,Laboratory Technician,1126,71,3909,24123,1,No,11,3,80,3,3,2,2,0,2,8
IDSL235,Byron,M,45,Married,No,Sometimes,Sales,3,Marketing,3,3,2,Sales Executive,185,75,6140,9232,0,No,15,3,80,3,3,7,7,7,7,2
IDRD585,Caden,M,35,Married,No,Mostly,Research & Development,4,Medical,4,4,1,Laboratory Technician,1158,45,2024,17091,1,No,12,3,80,3,2,1,0,0,0,1
IDSL175,Caitlin,F,29,Married,No,Sometimes,Sales,1,Life Sciences,2,2,3,Sales Executive,1335,39,8957,10553,3,No,13,3,80,3,1,3,7,0,2,9
IDRD624,Caitlyn,F,37,Single,No,Sometimes,Research & Development,3,Medical,4,3,1,Laboratory Technician,1326,52,4601,2125,1,No,13,3,80,5,3,4,3,3,1,8
IDRD165,Caleb,M,26,Married,No,Sometimes,Research & Development,2,Technical Degree,4,4,1,Research Scientist,960,38,2100,14721,1,No,11,3,80,2,3,3,2,0,0,1
IDHR045,Callie,F,50,Married,No,Mostly,Human Resources,3,Medical,4,4,2,Laboratory Technician,1169,45,4088,16324,4,Yes,18,3,80,3,3,2,2,2,2,3
IDSL107,Calvin,M,39,Married,No,Sometimes,Sales,3,Life Sciences,4,3,2,Sales Executive,1495,52,4171,16527,2,No,14,3,80,6,2,6,2,1,4,7
IDRD727,Camden,M,34,Single,Yes,Sometimes,Research & Development,2,Life Sciences,3,2,1,Laboratory Technician,527,64,2274,6578,1,No,13,3,80,3,3,10,9,1,2,7
IDRD163,Cameron,M,37,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,2,3,Healthcare Representative,912,93,9988,22776,5,No,13,3,80,3,3,8,8,7,8,4
IDRD536,Camila,F,45,Married,No,Sometimes,Research & Development,4,Life Sciences,3,2,1,Laboratory Technician,878,86,2556,5449,5,No,18,3,80,3,2,3,2,0,1,15
IDRD539,Camille,F,42,Married,No,Sometimes,Research & Development,3,Technical Degree,3,2,1,Laboratory Technician,1397,59,4034,9856,4,No,14,3,80,4,3,3,0,2,2,4
IDRD444,Candace,F,49,Divorced,No,Sometimes,Research & Development,2,Life Sciences,3,2,5,Research Director,111,30,19833,20423,0,No,13,3,80,3,2,1,8,0,1,21
IDRD505,Candice,F,57,Divorced,Yes,Sometimes,Research & Development,4,Medical,1,3,1,Research Scientist,939,38,2009,23419,1,No,13,3,80,3,1,4,2,1,2,24
IDRD959,Candy,F,49,Single,No,Mostly,Research & Development,2,Medical,4,3,3,Research Director,1236,34,19581,20605,2,No,15,3,80,5,3,5,3,1,3,2
IDSL300,Cara,F,39,Divorced,Yes,Sometimes,Sales,2,Other,1,2,3,Sales Executive,1047,100,11713,8346,4,No,11,3,80,2,3,1,0,0,0,8
IDHR064,Carissa,F,40,Married,No,Sometimes,Human Resources,2,Medical,3,3,5,Manager,1174,80,13250,5159,2,No,17,3,80,2,4,8,7,2,7,2
IDSL037,Carl,M,50,Married,No,Sometimes,Sales,3,Human Resources,4,3,3,Sales Executive,363,73,3929,20147,1,Yes,14,3,80,3,3,10,1,8,8,14
IDRD312,Carla,F,40,Married,No,Mostly,Research & Development,3,Life Sciences,4,3,2,Research Scientist,913,61,2651,3233,4,No,21,4,80,3,3,5,3,2,1,9
IDSL071,Carlos,M,52,Married,No,Sometimes,Sales,4,Marketing,3,4,5,Manager,461,94,19766,9738,2,No,16,3,80,4,1,10,0,4,8,6
IDSL324,Carlton,M,30,Divorced,No,Sometimes,Sales,1,Marketing,1,3,3,Sales Executive,521,90,19505,11560,1,Yes,21,4,80,3,3,3,2,0,2,21
IDRD538,Carly,F,28,Married,No,Sometimes,Research & Development,4,Medical,3,3,1,Research Scientist,1151,68,3279,16325,1,No,11,3,80,3,3,4,2,1,3,8
IDSL154,Carmen,F,41,Single,No,Sometimes,Sales,4,Life Sciences,4,2,2,Sales Executive,107,79,4887,18020,0,No,12,3,80,2,3,9,7,0,7,1
IDRD044,Carol,F,37,Single,No,Sometimes,Research & Development,1,Life Sciences,3,3,2,Laboratory Technician,266,72,3107,22582,4,No,11,3,80,3,3,10,9,0,8,7
IDSL191,Carole,F,33,Married,No,Sometimes,Sales,1,Marketing,1,3,3,Sales Executive,1138,32,8338,22491,1,No,12,3,80,4,3,15,4,1,6,2
IDSL347,Carolina,F,29,Single,Yes,Mostly,Sales,3,Medical,3,2,2,Sales Executive,309,37,8825,12818,1,Yes,12,3,80,3,3,10,8,4,7,25
IDRD218,Caroline,F,48,Single,No,Sometimes,Research & Development,3,Technical Degree,2,2,3,Manufacturing Director,872,65,17888,4656,4,Yes,24,4,80,2,3,8,3,7,7,2
IDSL033,Carolyn,F,38,Married,No,Sometimes,Sales,3,Medical,3,2,1,Sales Representative,1194,73,2371,8685,1,No,11,3,80,2,2,4,2,0,2,1
IDRD189,Carrie,F,44,Divorced,No,No,Research & Development,3,Life Sciences,3,3,1,Research Scientist,705,65,2430,25565,1,No,13,3,80,0,3,6,2,0,4,29
IDRD831,Carroll,M,26,Married,No,Sometimes,Research & Development,3,Other,4,2,2,Healthcare Representative,1244,62,5378,3872,1,Yes,19,3,80,3,2,5,5,0,1,8
IDRD392,Carson,M,24,Single,No,Sometimes,Research & Development,1,Life Sciences,1,2,1,Laboratory Technician,403,90,3879,11149,1,No,12,3,80,0,2,3,2,2,2,2
IDRD299,Carter,M,28,Married,No,Sometimes,Research & Development,3,Medical,4,3,1,Laboratory Technician,493,92,2019,16799,1,No,19,3,80,6,3,5,0,0,3,1
IDRD480,Casey,M,48,Married,No,Mostly,Sales,3,Other,3,3,2,Sales Executive,685,50,6175,22333,4,No,15,3,80,1,3,7,5,7,7,29
IDSL181,Casey,F,44,Married,No,Mostly,Research & Development,3,Life Sciences,4,2,1,Laboratory Technician,205,61,2919,13452,1,No,18,3,80,3,3,10,9,15,17,12
IDSL122,Cassandra,F,27,Divorced,No,No,Sales,4,Marketing,3,2,2,Sales Executive,508,52,6266,2125,0,No,15,3,80,2,4,3,4,0,2,7
IDRD591,Cassidy,F,51,Divorced,No,Sometimes,Research & Development,3,Life Sciences,3,3,5,Healthcare Representative,363,71,16652,7696,5,No,12,3,80,2,4,1,0,0,0,5
IDRD677,Cassie,F,40,Married,Yes,Sometimes,Research & Development,4,Medical,3,3,3,Research Scientist,111,88,4493,2227,3,No,12,3,80,2,3,7,7,4,7,23
IDSL026,Catherine,F,27,Married,No,Mostly,Sales,2,Medical,4,2,1,Sales Representative,1200,81,2098,20303,1,No,14,3,80,1,3,5,3,0,3,1
IDRD933,Cathleen,F,28,Single,No,Sometimes,Research & Development,3,Life Sciences,1,3,1,Research Scientist,171,86,3906,3155,1,No,22,4,80,2,1,8,1,1,7,11
IDRD287,Cathy,F,36,Divorced,No,No,Research & Development,2,Life Sciences,4,2,4,Research Director,1161,31,11977,8635,6,No,20,4,80,2,3,18,17,4,9,1
IDRD859,Cayden,M,29,Divorced,No,Sometimes,Research & Development,1,Life Sciences,4,2,1,Research Scientist,691,69,2770,7306,1,No,25,4,80,6,3,1,0,0,0,2
IDRD604,Cecelia,F,19,Single,Yes,Sometimes,Research & Development,2,Medical,2,2,1,Research Scientist,669,37,3925,23735,0,No,15,3,80,0,2,1,0,0,0,5
IDSL199,Cecil,M,40,Married,No,Sometimes,Sales,3,Marketing,2,2,2,Sales Executive,1377,54,5508,2740,2,Yes,15,3,80,4,3,6,0,0,0,23
IDRD426,Cecilia,F,36,Divorced,No,Sometimes,Research & Development,2,Life Sciences,1,4,2,Healthcare Representative,662,50,6335,19351,4,Yes,12,3,80,2,3,4,2,0,2,6
IDSL357,Cedric,M,28,Single,No,Sometimes,Sales,2,Marketing,3,3,2,Sales Executive,831,30,4479,20086,1,No,13,3,80,5,3,5,2,0,2,6
IDSL289,Celeste,F,40,Single,No,Sometimes,Sales,3,Marketing,4,3,2,Sales Executive,1224,56,6702,12911,1,No,14,3,80,2,3,10,9,5,7,4
IDRD619,Celia,F,51,Single,No,Sometimes,Research & Development,4,Life Sciences,2,2,2,Research Scientist,990,64,5307,16778,9,Yes,20,4,80,3,2,6,1,0,3,1
IDRD514,Cesar,M,41,Single,No,Mostly,Research & Development,4,Medical,3,2,3,Research Director,561,73,13856,13564,5,No,22,4,80,2,3,22,14,12,12,24
IDRD202,Chad,M,28,Single,Yes,No,Research & Development,1,Technical Degree,1,3,1,Laboratory Technician,377,37,2309,15165,1,Yes,13,3,80,2,3,5,2,0,2,7
IDSL322,Chance,M,36,Divorced,No,Sometimes,Sales,4,Medical,1,2,2,Sales Executive,505,74,5461,20462,1,No,15,3,80,2,3,12,0,3,7,24
IDRD863,Chandler,M,46,Married,No,Sometimes,Research & Development,3,Life Sciences,3,1,5,Manager,365,81,11839,15825,6,No,23,4,80,2,2,5,2,1,2,5
IDRD815,Charity,F,56,Married,No,Sometimes,Research & Development,1,Life Sciences,3,1,5,Research Director,912,91,18637,23440,5,No,16,3,80,2,3,7,7,6,7,2
IDRD344,Charlene,F,38,Single,No,Sometimes,Research & Development,3,Other,3,3,3,Manufacturing Director,269,70,10565,17188,6,No,16,3,80,3,1,7,0,2,0,1
IDSL003,Charles,M,41,Married,No,Mostly,Sales,3,Life Sciences,1,3,5,Manager,322,56,19777,18524,3,No,11,3,80,3,3,9,0,1,0,1
IDSL126,Charlie,M,56,Divorced,No,No,Sales,4,Marketing,3,3,4,Sales Executive,993,44,10132,6052,3,No,11,3,80,6,2,4,6,7,7,26
IDSL057,Charlotte,F,24,Single,Yes,No,Sales,3,Medical,1,3,1,Sales Representative,481,87,2270,11392,0,Yes,11,3,80,0,3,1,0,0,0,16
IDSL130,Chase,M,33,Divorced,No,Mostly,Sales,2,Life Sciences,4,3,2,Sales Executive,538,83,9220,24468,3,Yes,11,3,80,2,3,8,7,0,7,7
IDRD278,Chelsea,F,47,Married,No,Sometimes,Research & Development,4,Life Sciences,2,4,4,Research Director,656,43,14381,24282,1,No,11,3,80,5,3,20,6,5,17,6
IDRD852,Chelsey,F,27,Single,No,Sometimes,Research & Development,3,Other,4,3,2,Manufacturing Director,790,45,6027,6877,0,No,20,4,80,2,3,8,5,7,9,23
IDSL387,Cheri,F,32,Married,No,Mostly,Sales,2,Medical,4,3,2,Human Resources,446,99,4288,12019,8,No,11,3,80,2,3,1,0,0,0,1
IDRD901,Cherie,F,43,Single,No,Sometimes,Research & Development,3,Medical,4,3,1,Research Scientist,1393,42,3765,4176,0,No,12,3,80,2,2,13,2,1,1,1
IDRD097,Cheryl,F,27,Single,No,Sometimes,Research & Development,3,Other,3,3,1,Research Scientist,450,97,2601,12584,0,No,16,3,80,2,2,3,2,0,4,26
IDSL179,Chester,M,35,Married,No,No,Sales,4,Marketing,4,2,2,Sales Executive,418,71,5404,8520,8,No,11,3,80,2,1,2,2,0,2,5
IDRD542,Cheyenne,F,18,Divorced,No,Sometimes,Research & Development,1,Life Sciences,2,3,1,Laboratory Technician,1426,85,3389,11357,1,No,14,3,80,3,3,0,7,1,2,1
IDRD232,Chloe,F,40,Married,No,Sometimes,Research & Development,1,Life Sciences,2,3,2,Healthcare Representative,1267,74,6041,15305,0,No,13,3,80,3,3,16,15,5,7,8
IDHR019,Chris,M,48,Single,No,Sometimes,Human Resources,3,Medical,1,3,3,Research Director,667,67,13737,5255,9,Yes,14,3,80,5,3,5,2,0,3,29
IDRD829,Christa,F,29,Single,No,Mostly,Research & Development,3,Technical Degree,4,2,1,Research Scientist,1452,66,2737,2137,1,No,20,4,80,2,3,3,4,0,2,1
IDRD105,Christian,M,37,Married,No,Mostly,Research & Development,3,Life Sciences,2,3,2,Manufacturing Director,487,90,6884,19010,1,Yes,12,3,80,3,2,17,16,13,7,15
IDRD684,Christie,F,29,Married,No,Mostly,Research & Development,1,Medical,3,2,1,Research Scientist,511,58,2097,15262,0,No,18,3,80,3,2,9,0,0,0,1
IDRD082,Christina,F,43,Married,No,Mostly,Research & Development,4,Medical,3,3,2,Research Director,865,97,7633,17211,1,No,14,3,80,6,3,5,2,0,3,4
IDRD065,Christine,F,37,Married,No,Sometimes,Research & Development,3,Life Sciences,2,2,1,Laboratory Technician,1391,75,5620,19581,3,Yes,22,4,80,1,3,11,8,8,8,6
IDRD008,Christopher,M,29,Married,No,Mostly,Research & Development,1,Life Sciences,3,3,2,Manufacturing Director,495,83,4168,22272,1,No,13,3,80,0,3,3,2,1,2,8
IDRD414,Christy,F,34,Married,No,No,Research & Development,4,Medical,3,2,2,Healthcare Representative,127,57,4233,10035,1,No,14,3,80,3,4,4,2,6,3,1
IDRD828,Ciara,F,36,Married,No,Sometimes,Research & Development,4,Medical,4,3,3,Healthcare Representative,111,46,19043,24442,7,No,12,3,80,4,2,8,7,0,6,18
IDSL082,Cindy,F,45,Divorced,No,No,Sales,3,Life Sciences,4,3,3,Sales Executive,513,71,9245,3554,1,No,25,3,80,2,2,10,7,9,8,2
IDSL115,Claire,F,57,Divorced,No,Sometimes,Sales,4,Life Sciences,3,4,3,Sales Executive,188,93,10825,22414,1,No,12,3,80,3,1,23,2,12,9,8
IDRD175,Clara,F,51,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,5,Manager,1495,81,17296,19995,1,No,14,3,80,2,3,12,16,12,15,1
IDRD926,Clare,F,30,Divorced,No,No,Research & Development,3,Medical,1,3,2,Healthcare Representative,140,40,4665,9134,0,No,18,3,80,4,3,13,2,4,2,1
IDSL069,Clarence,M,32,Single,No,Sometimes,Sales,4,Life Sciences,3,3,2,Human Resources,360,51,4393,13582,7,No,14,3,80,2,2,4,0,0,2,1
IDRD770,Clarissa,F,31,Divorced,No,Mostly,Research & Development,3,Medical,3,3,1,Research Scientist,628,79,2073,12812,0,No,12,3,80,3,3,2,2,2,2,1
IDSL334,Clark,M,25,Married,No,No,Sales,2,Marketing,1,2,2,Sales Executive,1354,70,4562,23160,1,No,18,3,80,5,2,12,7,2,2,7
IDRD447,Claude,M,48,Single,No,Sometimes,Research & Development,2,Life Sciences,2,3,2,Research Scientist,964,81,3566,19626,0,No,12,3,80,3,2,0,8,3,5,1
IDRD358,Claudia,F,35,Married,No,Sometimes,Research & Development,3,Technical Degree,3,3,2,Laboratory Technician,480,37,6092,4471,1,No,12,3,80,2,2,3,2,4,2,2
IDRD799,Clay,M,33,Married,No,Mostly,Research & Development,3,Technical Degree,1,2,3,Laboratory Technician,669,52,3889,12534,9,No,12,3,80,3,3,3,2,0,2,4
IDRD339,Clayton,M,31,Married,No,Sometimes,Research & Development,5,Life Sciences,3,3,1,Research Scientist,1406,34,1118,14676,7,No,11,3,80,4,4,1,0,0,0,13
IDHR063,Cleo,F,43,Married,No,Mostly,Human Resources,3,Life Sciences,3,3,4,Manager,164,71,18522,14264,1,Yes,16,3,80,2,3,11,8,4,10,1
IDSL117,Clifford,M,26,Single,Yes,Sometimes,Sales,4,Technical Degree,1,2,1,Sales Representative,448,89,2106,23537,1,No,12,3,80,3,1,6,3,0,0,23
IDSL259,Clifton,M,40,Single,Yes,Mostly,Sales,3,Life Sciences,4,3,2,Sales Executive,845,63,4547,16391,9,Yes,13,3,80,2,3,3,2,3,2,25
IDRD857,Clint,M,35,Single,No,Sometimes,Research & Development,3,Medical,2,3,2,Manufacturing Director,1331,47,4602,7154,1,No,18,3,80,2,3,8,7,1,3,5
IDSL208,Clinton,M,29,Married,Yes,Mostly,Sales,2,Life Sciences,1,2,1,Sales Representative,386,42,2830,14710,1,No,11,3,80,3,3,1,0,0,0,6
IDSL155,Clyde,M,28,Single,Yes,Sometimes,Sales,3,Technical Degree,4,3,1,Sales Representative,466,58,2299,17420,1,No,16,3,80,2,4,8,4,1,0,7
IDRD158,Cody,M,35,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,2,Manufacturing Director,1128,96,6476,15990,0,Yes,11,3,80,5,3,5,3,1,1,1
IDRD631,Colby,M,59,Divorced,No,No,Research & Development,3,Medical,2,2,2,Research Director,1193,88,13848,3781,6,No,14,3,80,5,4,4,0,0,2,7
IDRD330,Cole,M,46,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,Laboratory Technician,1448,53,3285,2125,0,No,20,4,80,2,3,8,1,0,2,5
IDHR021,Colin,M,29,Married,No,Sometimes,Human Resources,1,Life Sciences,4,3,1,Human Resources,797,69,3361,12655,1,No,18,3,80,2,3,3,2,2,2,2
IDRD283,Colleen,F,50,Single,No,Mostly,Research & Development,1,Life Sciences,2,2,4,Research Director,313,83,19496,9644,0,No,20,4,80,4,3,20,1,0,8,8
IDRD498,Collin,M,43,Divorced,No,Sometimes,Research & Development,3,Medical,2,2,3,Healthcare Representative,610,68,9688,25936,2,No,17,3,80,2,2,10,7,0,7,3
IDRD368,Colton,M,30,Single,No,No,Research & Development,1,Medical,2,2,3,Healthcare Representative,111,39,10732,6159,8,No,12,3,80,2,3,13,12,3,9,5
IDRD638,Conner,M,28,Married,Yes,Sometimes,Research & Development,3,Medical,1,3,1,Research Scientist,835,34,2051,10251,1,No,23,4,80,3,3,1,0,0,0,15
IDRD193,Connie,F,36,Divorced,Yes,Sometimes,Research & Development,3,Life Sciences,3,3,5,Research Director,867,96,19223,18888,1,Yes,11,3,80,3,3,16,7,1,4,2
IDSL101,Connor,M,42,Married,No,Sometimes,Sales,4,Technical Degree,4,4,3,Sales Executive,702,93,9401,15012,1,Yes,12,3,80,3,3,5,0,1,2,2
IDRD821,Conrad,M,34,Single,No,No,Research & Development,4,Medical,2,3,1,Research Scientist,1145,93,2420,15268,0,No,11,3,80,6,3,6,2,0,3,4
IDRD335,Constance,F,34,Divorced,Yes,Sometimes,Research & Development,4,Life Sciences,4,3,2,Healthcare Representative,348,62,5278,12977,4,Yes,14,3,80,1,2,9,7,0,7,1
IDRD459,Cooper,M,36,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,2,Manufacturing Director,716,81,6464,8489,4,No,13,3,80,2,3,7,0,1,7,5
IDRD348,Cora,F,49,Married,No,Sometimes,Research & Development,3,Medical,2,3,4,Manager,1264,63,16860,13257,9,Yes,14,3,80,3,3,10,9,5,7,13
IDSL392,Corbin,M,28,Married,Yes,Sometimes,Sales,3,Marketing,4,2,2,Sales Executive,557,30,4068,19093,0,Yes,12,3,80,2,4,3,3,1,2,2
IDSL113,Corey,M,57,Married,No,Sometimes,Sales,4,Medical,1,3,4,Manager,1315,30,17091,19751,7,No,13,3,80,1,3,23,13,1,13,1
